14;60
8.53;22.11
9.07;24.54
10.48;28.84
9.04;24.04
9.55;25.42
9.59;25.49
9.48;25.48
8.89;22.69
9.33;24.47
8.88;22.99
9.18;24.07
10.56;28.80
8.22;21.05
6.98;16.66
8.32;21.36
8.39;21.49
9.73;26.53
9.63;26.41
9.10;24.38
7.53;19.06
7.14;17.28
8.01;20.26
8.33;21.28
10.69;29.65
10.91;30.19
10.86;29.98
7.72;18.91
7.31;17.94
10.48;28.83
7.62;20.15
11.96;33.92
7.75;20.63
8.80;22.81
10.48;29.06
8.52;22.07
8.54;22.11
11.18;30.82
9.11;24.31
11.30;31.99
7.20;17.92
9.11;24.29
8.07;21.13
8.39;22.43
11.49;31.93
8.03;20.14
8.01;19.81
11.99;33.51
12.06;33.96
11.32;31.63
6.33;14.46
7.40;18.64
11.64;32.80
9.62;25.85
8.19;21.03
8.22;21.20
14.09;41.36
9.15;23.97
9.75;25.53
12.06;33.73
9.49;25.45
9.64;25.87
8.48;22.06
8.72;22.97
13.96;40.92
11.51;32.04
7.03;16.76
7.39;17.97
7.64;19.26
7.80;19.43
8.94;23.89
7.07;17.18
7.29;17.65
7.15;17.65
8.64;22.61
7.25;18.08
7.33;18.21
10.54;29.57
10.78;29.26
10.09;27.56
8.81;23.17
7.62;19.17
7.60;19.10
7.75;19.56
10.88;29.95
10.85;29.86
10.72;29.57
11.74;33.02
12.77;36.98
11.02;31.21
8.67;23.38
12.95;37.44
12.86;36.94
10.31;27.93
10.28;27.82
10.15;28.34
